Job Title,Salary Range in Thousand Dollars,Rating,Company Name,Location.1,Location.2,Size,Type of Ownership,Industry,Sector
Senior Data Analyst,31-50,,Iris Plans Inc,Austin,TX,1 to 50 employees,Private,Unknown,Unknown
Simulation Data Analyst,31-50,2.7,Hyliion,Cedar Park,TX,1 to 50 employees,Private,Trucking,Transportation & Logistics
Data Analyst/Program Manager,31-50,,softsnippets,Austin,TX,Unknown,Other Organization,Unknown,Unknown
Data Analyst Iii,31-50,3.3,Centene Corporation,Austin,TX,10000+ employees,Public,Insurance Carriers,Insurance
Senior Data Analyst / Senior Bi And Insights Analyst,31-50,4.4,Quantilus Inc,Round Rock,TX,1 to 50 employees,Private,IT Services,Information Technology
"Associate, Strategy And Operations (Data Analyst Iv)",31-50,2.8,Texas Education Agency,Austin,TX,501 to 1000 employees,Government,State & Regional Agencies,Government
19-84R Team Lead (Data Analyst Iv),51-70,2.8,Texas Water Development Board,Austin,TX,201 to 500 employees,Government,State & Regional Agencies,Government
Data Lineage Analyst,51-70,3.5,The Judge Group,Round Rock,TX,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
Dps - Fin - Capps Financial Senior Data Analyst,51-70,3.4,TEXAS DEPARTMENT OF PUBLIC SAFETY,Austin,TX,1001 to 5000 employees,Government,Municipal Governments,Government
Data Analyst,51-70,3,CSI Tech Inc,Jacksonville,FL,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Data Reporting Analyst,51-70,3.5,Robert Half,Jacksonville,FL,10000+ employees,Public,Staffing & Outsourcing,Business Services
Usgaap Financial And Reference Data Control Analyst Analyst,51-70,3.5,Deutsche Bank,Jacksonville,FL,10000+ employees,Public,Investment Banking & Asset Management,Finance
Business/Data Analyst,51-70,3.7,Software Guidance  Assistance,Jacksonville,FL,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Junior Data Analyst,51-70,5,Staffigo Technical Services LLC,Jacksonville,FL,51 to 200 employees,Private,IT Services,Information Technology
Business/Data Analyst,51-70,,SGA Inc,Jacksonville,FL,1 to 50 employees,Private,Architectural & Engineering Services,Business Services
Data Analyst,51-70,3.5,SNI Technology,Jacksonville,FL,201 to 500 employees,Public,Staffing & Outsourcing,Business Services
"Assistant Vice President, Anti Financial Crime Data Quality Analyst - {Kp4457495}",51-70,3.5,Deutsche Bank,Jacksonville,FL,10000+ employees,Public,Investment Banking & Asset Management,Finance
Senior Data Analyst,51-70,3.9,BTG,Jacksonville,FL,1 to 50 employees,Public,Advertising & Marketing,Business Services
Data Analyst,51-70,5,Staffigo Technical Services LLC,Jacksonville,FL,51 to 200 employees,Private,IT Services,Information Technology
"Assistant Vice President, Anti Financial Crime Data Quality Analyst",51-70,3.5,Deutsche Bank,Jacksonville,FL,10000+ employees,Public,Investment Banking & Asset Management,Finance
Data Analyst Junior,51-70,5,Staffigo Technical Services LLC,Jacksonville,FL,51 to 200 employees,Private,IT Services,Information Technology
Cdhp - Data Analyst Team Lead,51-70,,Medical Cost Containment Services Inc,Jacksonville,FL,Unknown,Other Organization,Unknown,Unknown
Power Bi Data Analyst,51-70,,LEFTA Systems,Jacksonville,FL,Unknown,Other Organization,Unknown,Unknown
Sr. Data Analyst - Guidewire Data Hub,51-70,2.9,Kemper,Jacksonville,FL,5001 to 10000 employees,Public,Insurance Carriers,Insurance
Senior Data Analyst- Guidewire Data Hub,51-70,5,ARC Group,Jacksonville,FL,51 to 200 employees,Private,Investment Banking & Asset Management,Finance
Guidewire Data Analyst,51-70,5,American Recruiting  Consulting Group,Jacksonville,FL,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
System Analyst (Data) - Pl/Sql Server,51-70,3.9,Diverse Lynx,Jacksonville,FL,501 to 1000 employees,Private,IT Services,Information Technology
Aca - Data Analyst,51-70,,Medical Cost Containment Services Inc,Jacksonville,FL,Unknown,Other Organization,Unknown,Unknown
"Data Analyst, Military Forecasting",51-70,3.3,Textron,Fort Worth,TX,10000+ employees,Public,Aerospace & Defense,Aerospace & Defense
Human Performance Data Analyst,51-70,4.6,Reef Systems,Fort Worth,TX,1 to 50 employees,Public,Unknown,Unknown
Medical Data Analyst,51-70,3.8,CornerStone Staffing,Fort Worth,TX,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst,51-70,,Thinkfind Corporation,Fort Worth,TX,1 to 50 employees,Private,IT Services,Information Technology
"Data Analyst, Military Forecasting",51-70,3.9,Bell Helicopter,Fort Worth,TX,5001 to 10000 employees,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense
Data Reporting Analyst,51-70,3.1,E Business International,Fort Worth,TX,51 to 200 employees,Private,IT Services,Information Technology
Data Analyst,51-70,4.4,InfoVision Inc,Irving,TX,1001 to 5000 employees,Private,IT Services,Information Technology
Data Analyst Assistant,51-70,5,Company Confidenital,Fort Worth,TX,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Systems Engineer - Data Analyst (Level 3),51-70,3.8,Lockheed Martin,Fort Worth,TX,10000+ employees,Public,Aerospace & Defense,Aerospace & Defense
Sr Data Analyst,51-70,2.9,GM Financial,Fort Worth,TX,5001 to 10000 employees,Public,Lending,Finance
Data/Sales Analyst,51-70,,Samsung HVAC,Roanoke,TX,51 to 200 employees,Other Organization,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance"
Data/Financial Analyst,51-70,1.7,SUNSET LOGISTICS INC,Fort Worth,TX,51 to 200 employees,Private,Transportation Management,Transportation & Logistics
Data Analyst - Intelligent Automation,51-70,4.2,Prudent Technologies  Consulting,Fort Worth,TX,51 to 200 employees,Private,IT Services,Information Technology
(Risk Data Analyst),51-70,4.8,System Soft Technologies,Fort Worth,TX,201 to 500 employees,Private,IT Services,Information Technology
Systems Analyst - Data Conversion,51-70,3.9,Fidelity TalentSource,Westlake,TX,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
"Business Analyst With Data Governance ,Idq Exp",51-70,,SM LOgics Inc,Fort Worth,TX,Unknown,Public,Unknown,Unknown
"Business Analyst With Data Governance ,Idq Exp",51-70,,smlogics,Fort Worth,TX,Unknown,Other Organization,Unknown,Unknown
(Data Risk Analyst: Data Modeler),51-70,4.8,System Soft Technologies,Fort Worth,TX,201 to 500 employees,Private,IT Services,Information Technology
+ Global Process Data Analyst,51-70,4.7,InfoQuest Consulting Group,Fort Worth,TX,1 to 50 employees,Private,Computer Hardware & Software,Information Technology
Bi Data Analyst / Specialist,51-70,3.6,Global Technical Talent LLC,Westlake,TX,501 to 1000 employees,Private,IT Services,Information Technology
Data Analyst,31-50,4.2,CyberCoders,Columbus,OH,201 to 500 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
Data Analyst,31-50,3.6,Olive,Columbus,OH,201 to 500 employees,Private,Enterprise Software & Network Solutions,Information Technology
Data Analyst-Quality Improvement Services,31-50,3.7,Nationwide Childrens Hospital,Columbus,OH,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Data Analyst,31-50,2.9,The Paragon Group,Columbus,OH,1001 to 5000 employees,Public,Banks & Credit Unions,Finance
Fraud Data Analyst,31-50,3.5,Abercrombie  Fitch Co,Columbus,OH,10000+ employees,Public,"Department, Clothing, & Shoe Stores",Retail
Software Engineer - Data Analyst,31-50,3.9,JPMorgan Chase,Columbus,OH,10000+ employees,Public,Investment Banking & Asset Management,Finance
Data Analyst,31-50,,Beacon Hill Technologies,Columbus,OH,Unknown,Other Organization,Unknown,Unknown
Business Data Analyst,31-50,3.8,DHL,Westerville,OH,10000+ employees,Private,Logistics & Supply Chain,Transportation & Logistics
Business Analyst / Data Scientist Manager,31-50,3.6,Abbott Laboratories,Columbus,OH,10000+ employees,Public,Health Care Services & Hospitals,Health Care
Junior Data Analyst,31-50,5,Staffigo Technical Services LLC,Columbus,OH,51 to 200 employees,Private,IT Services,Information Technology
Program Data Analyst,31-50,2.3,Economic and Community Development Institute,Columbus,OH,1 to 50 employees,Nonprofit Organization,Lending,Finance
Business Data Analyst - I,31-50,2.5,Avacend Inc,Hilliard,OH,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Planning Analyst - Data Resource Center,31-50,3.7,Nationwide Childrens Hospital,Columbus,OH,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Data Analyst,31-50,2.8,Data Systems Integration Group Inc,Columbus,OH,1 to 50 employees,Private,Accounting,Accounting & Legal
Data Analyst,31-50,5,Staffigo Technical Services LLC,Columbus,OH,51 to 200 employees,Private,IT Services,Information Technology
"Data Analyst Ii(Claims,Sql,Billing,Healthcare)",31-50,3.4,Buckeye Health Plan,Columbus,OH,1001 to 5000 employees,Public,Health Care Services & Hospitals,Health Care
Data Analyst,31-50,4.5,Beacon Hill Staffing Group,Columbus,OH,501 to 1000 employees,Private,Staffing & Outsourcing,Business Services
"Data Analyst Ii(Claims,Sql,Billing,Healthcare)",31-50,3.4,Buckeye Community Health Plan,Columbus,OH,51 to 200 employees,Private,Unknown,Unknown
Financial Data Analyst,31-50,,Aspen Careers LLC,Columbus,OH,Unknown,Other Organization,Unknown,Unknown
Data Validation Analyst,31-50,5,Revel IT,Dublin,OH,201 to 500 employees,Private,IT Services,Information Technology
Data Analyst,31-50,4.5,UNICON International Inc,Columbus,OH,1 to 50 employees,Private,Unknown,Unknown
"Jpsc-7975 - Data Analyst Lead- Columbus, Oh (Local Candidates Only)",31-50,4.5,Avani Technology Solutions,Columbus,OH,501 to 1000 employees,Private,IT Services,Information Technology
Data Statistics Analyst Pfk - Care Coordination,31-50,3.7,Nationwide Childrens Hospital,Columbus,OH,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Data Analyst Junior,31-50,5,Staffigo Technical Services LLC,Columbus,OH,51 to 200 employees,Private,IT Services,Information Technology
Analyst: Data Analytics,31-50,2.5,Avacend Inc,Hilliard,OH,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Information Security And Data Protection Analyst,31-50,4,Amyx Inc,Columbus,OH,501 to 1000 employees,Private,IT Services,Information Technology
Technical Data Analyst,31-50,4.5,Dedicated Tech Services Inc,Dublin,OH,1 to 50 employees,Private,IT Services,Information Technology
"Data Scientist/Programmer, Sr. Analyst - Abbott Nutrition - Columbus, Oh",31-50,3.6,Abbott,Columbus,OH,10000+ employees,Public,Health Care Services & Hospitals,Health Care
Accounting Data Analyst / Implementation Specialist,51-70,,Marker Inc,Columbus,OH,Unknown,Private,Unknown,Unknown
Information Security And Data Protection Analyst,51-70,,Amyx Iinc,Columbus,OH,Unknown,Other Organization,Unknown,Unknown
"Data Analyst Iii (Population Health , Pharmacy, Sql)",51-70,3.4,Buckeye Community Health Plan,Columbus,OH,51 to 200 employees,Private,Unknown,Unknown
"Data Analyst Iii (Population Health , Pharmacy, Sql)",51-70,3.4,Buckeye Health Plan,Columbus,OH,1001 to 5000 employees,Public,Health Care Services & Hospitals,Health Care
Data Statistics Analyst Pfk Care Coordination,51-70,3.7,Nationwide Childrens Hospital,Columbus,OH,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Software Engineer - Senior Data Analyst,51-70,3.9,JPMorgan Chase Bank N,Columbus,OH,10000+ employees,Public,Investment Banking & Asset Management,Finance
Sr Data Analyst,51-70,4.5,Creative Financial Staffing,Westerville,OH,201 to 500 employees,Private,Staffing & Outsourcing,Business Services
Analytic Consultant 4 - Data Analyst,51-70,3.6,Wells Fargo,Charlotte,NC,10000+ employees,Public,Banks & Credit Unions,Finance
Operations Data Analyst,51-70,3.8,Brighthouse Financial,Charlotte,NC,1001 to 5000 employees,Public,Insurance Carriers,Insurance
Data Business Analyst,51-70,5,Payzer,Charlotte,NC,51 to 200 employees,Private,Unknown,Unknown
Federal - Data Analyst,51-70,3.9,Accenture,Charlotte,NC,10000+ employees,Public,Consulting,Business Services
Data Analyst,51-70,3.8,Tata Consultancy Services,Charlotte,NC,10000+ employees,Public,Computer Hardware & Software,Information Technology
Marketing Data Analyst,51-70,5,Trivest,Mooresville,NC,1 to 50 employees,Private,Venture Capital & Private Equity,Finance
Data Analyst I (Strong Salesforce.Com),51-70,3.4,pureIntegration,Charlotte,NC,51 to 200 employees,Private,Enterprise Software & Network Solutions,Information Technology
Data Analyst I,51-70,4.1,Kforce,Charlotte,NC,10000+ employees,Public,Staffing & Outsourcing,Business Services
Data Analyst,51-70,4.1,Collabera,Charlotte,NC,10000+ employees,Private,IT Services,Information Technology
Data Analyst,51-70,3.9,TEKsystems,Charlotte,NC,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
Data Analyst,51-70,3.9,Artech LLC,Charlotte,NC,5001 to 10000 employees,Private,Staffing & Outsourcing,Business Services
Financial Data Analyst,51-70,3.6,Randstad,Charlotte,NC,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
Data Analyst,51-70,3.4,Matlen Silver,Charlotte,NC,201 to 500 employees,Private,IT Services,Information Technology
Data Analyst,51-70,3.6,Randstad,Charlotte,NC,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
Data Analyst,51-70,3.8,Diversant LLC,Charlotte,NC,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
Data Science Analyst,51-70,3.6,Signature Consultants,Charlotte,NC,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst,51-70,4.1,Sysmind LLC,Charlotte,NC,51 to 200 employees,Private,Enterprise Software & Network Solutions,Information Technology
Data Analyst,51-70,3.7,Tata Consultancy Services North America,Charlotte,NC,10000+ employees,Subsidiary or Business Segment,IT Services,Information Technology
Business Data Analyst,51-70,3.5,Robert Half,Charlotte,NC,10000+ employees,Public,Staffing & Outsourcing,Business Services
Data Analyst,51-70,4.1,Kforce,Charlotte,NC,10000+ employees,Public,Staffing & Outsourcing,Business Services
Data Business Analyst,51-70,3.9,TEKsystems,Charlotte,NC,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
Junior Data Analyst,51-70,5,Staffigo Technical Services LLC,Charlotte,NC,51 to 200 employees,Private,IT Services,Information Technology
Data Analyst,51-70,4.6,Conch Technologies Inc,Charlotte,NC,51 to 200 employees,Private,Consulting,Business Services
Data Analyst,51-70,3.2,Neo Prism Solutions,Charlotte,NC,51 to 200 employees,Private,Accounting,Accounting & Legal
Data Management Analyst,51-70,3.9,TEKsystems Inc,Charlotte,NC,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
Financial Data Analyst - Full Time,51-70,,Data Bridge Consultants,Charlotte,NC,Unknown,Other Organization,Unknown,Unknown
Data Analyst,51-70,4.7,Resource Logistics Inc,Charlotte,NC,51 to 200 employees,Private,Logistics & Supply Chain,Transportation & Logistics
Data Analyst,51-70,3.9,Diverse Lynx,Charlotte,NC,501 to 1000 employees,Private,IT Services,Information Technology
Senior Cx Data Analyst,51-70,3.2,Vanguard,Charlotte,NC,10000+ employees,Private,Investment Banking & Asset Management,Finance
Data Engineer/Analyst,51-70,3.3,Vaco Technology,Charlotte,NC,501 to 1000 employees,Private,Consulting,Business Services
Federal - Data Analyst,51-70,,Accenture Contractor Jobs,Charlotte,NC,Unknown,Other Organization,Unknown,Unknown
Quality Data Analyst,51-70,3.6,OrthoCarolina,Charlotte,NC,501 to 1000 employees,Private,Health Care Services & Hospitals,Health Care
Data Visualization Analyst,51-70,2.8,American Tire Distributors,Huntersville,NC,1001 to 5000 employees,Private,Logistics & Supply Chain,Transportation & Logistics
Senior Data Analyst,51-70,3.4,NTT DATA Corporation,Charlotte,NC,10000+ employees,Public,IT Services,Information Technology
Hr Data Analyst,51-70,3.8,Apex Systems,Charlotte,NC,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
Data Analyst/Business Analyst,51-70,3.6,Signature Consultants,Charlotte,NC,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst,51-70,3.7,eTeam Inc,Charlotte,NC,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst,51-70,2,AccessOne,Fort Mill,SC,1 to 50 employees,Private,Unknown,Unknown
Bi Data Analyst,51-70,2.9,Nesco Resource LLC,Fort Mill,SC,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst,51-70,4.1,RGP,Charlotte,NC,1001 to 5000 employees,Public,Consulting,Business Services
Enterprise Data Office Analyst Iv,51-70,3.5,Truist,Charlotte,NC,10000+ employees,Public,Investment Banking & Asset Management,Finance
Data Analyst/ Python With Banking Experience,51-70,2.9,Shimento Inc,Charlotte,NC,1 to 50 employees,Private,Unknown,Unknown
Data Analyst,51-70,,Parks Heating  Cooling,Indian Trail,NC,51 to 200 employees,Public,General Repair & Maintenance,"Construction, Repair & Maintenance"
Systems/Data Analyst,51-70,3.6,Randstad,Charlotte,NC,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
Data Analyst (Real Time Data Consultant Needed),51-70,4.6,Conch Technologies Inc,Charlotte,NC,51 to 200 employees,Private,Consulting,Business Services
Data Visualization Analyst,51-70,5,PCR Staffing,Huntersville,NC,1 to 50 employees,Private,Computer Hardware & Software,Information Technology
57072 - Market Data Analyst - 100 % Remote,51-70,3.5,Tek Leaders,Charlotte,NC,501 to 1000 employees,Private,IT Services,Information Technology
Application Programmer V/ Database Developer/ Data Analyst,51-70,4.3,DATA Inc,Charlotte,NC,501 to 1000 employees,Private,IT Services,Information Technology
Data Analyst,51-70,5,Staffigo Technical Services LLC,Charlotte,NC,51 to 200 employees,Private,IT Services,Information Technology
Data Analyst,51-70,,LiveMindz,Charlotte,NC,51 to 200 employees,Private,Unknown,Unknown
Data Standardization Analyst(S),51-70,3.2,London Stock Exchange Group,Charlotte,NC,1001 to 5000 employees,Public,Stock Exchanges,Finance
Data Mgmt Analyst,51-70,4.1,Kforce,Charlotte,NC,10000+ employees,Public,Staffing & Outsourcing,Business Services
"Data Quality Analyst, Financial Services",51-70,3.4,NTT DATA Services,Charlotte,NC,10000+ employees,Public,IT Services,Information Technology
Data Analyst Ii,51-70,4,Meridian Technologies,Charlotte,NC,Unknown,Other Organization,Unknown,Unknown
Data Governance Analyst,51-70,3.9,TEKsystems Inc,Charlotte,NC,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
Data Integration Analyst,51-70,2.9,Cardinal Innovations Healthcare,Charlotte,NC,501 to 1000 employees,Public,Health Care Services & Hospitals,Health Care
Data Analyst With Banking Domain,51-70,4,CYNET SYSTEMS,Charlotte,NC,501 to 1000 employees,Private,IT Services,Information Technology
Financial Data Analyst - Full Time,51-70,,dataBridge,Charlotte,NC,1 to 50 employees,Other Organization,Unknown,Unknown
Data Analyst - Metadata Analyst,71-90,4.1,Collabera,Fort Mill,SC,10000+ employees,Private,IT Services,Information Technology
Business Data Analyst,71-90,5,PCR Staffing,Huntersville,NC,1 to 50 employees,Private,Computer Hardware & Software,Information Technology
Senior Data Analyst,71-90,3.6,Randstad,Charlotte,NC,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
Senior Business Analyst / Data Analyst,71-90,4.1,Kforce,Charlotte,NC,10000+ employees,Public,Staffing & Outsourcing,Business Services
Data Visualization Analyst - N.,71-90,3.3,Vaco Technology,Charlotte,NC,501 to 1000 employees,Private,Consulting,Business Services
Application Programmer V/ Senior Data Analyst,71-90,4.3,DATA Inc,Charlotte,NC,501 to 1000 employees,Private,IT Services,Information Technology
Trust Application Data Analyst,71-90,2.3,Infovisa Inc,Charlotte,NC,1 to 50 employees,Private,Computer Hardware & Software,Information Technology
Data Analyst,71-90,,,Mooresville,NC,Unknown,Other Organization,Unknown,Unknown
Data Analyst 127909,71-90,3.2,Open Systems Technologies NYC,Charlotte,NC,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Item Data Maintenance Analyst,71-90,3.3,Lowes,Mooresville,NC,10000+ employees,Public,Home Centers & Hardware Stores,Retail
Marketing Data Analyst - Remote,71-90,,SGA Inc,Charlotte,NC,1 to 50 employees,Private,Architectural & Engineering Services,Business Services
Technical Data Analyst,71-90,2.8,American Tire Distributors,Huntersville,NC,1001 to 5000 employees,Private,Logistics & Supply Chain,Transportation & Logistics
Data Analyst,71-90,,Trovetechs Inc,Charlotte,NC,Unknown,Other Organization,Unknown,Unknown
Data Analyst Junior,71-90,5,Staffigo Technical Services LLC,Charlotte,NC,51 to 200 employees,Private,IT Services,Information Technology
Senior Data Analyst,71-90,1.8,Driven Brands,Charlotte,NC,1001 to 5000 employees,Private,Automotive Parts & Accessories Stores,Retail
Business + Data Analyst,71-90,4.4,Tachyon Technologies LLC,Charlotte,NC,201 to 500 employees,Private,IT Services,Information Technology
Data Stewardship Senior Analyst,71-90,,Data Bridge Consultants,Charlotte,NC,Unknown,Other Organization,Unknown,Unknown
Data Analyst [Administrative],71-90,,Tax Management Assoc,Charlotte,NC,Unknown,Other Organization,Unknown,Unknown
"Analyst, Product Content Data Quality",71-90,3.3,Lowes,Mooresville,NC,10000+ employees,Public,Home Centers & Hardware Stores,Retail
"Qa Analyst Big Data/Etl - Charlotte, Nc (W2 Only)",71-90,4.1,Canvas InfoTech Inc,Charlotte,NC,1 to 50 employees,Private,Staffing & Outsourcing,Business Services
Data Stewardship Senior Analyst,71-90,,dataBridge,Charlotte,NC,1 to 50 employees,Other Organization,Unknown,Unknown
Big Data Analyst,71-90,,Data Bridge Consultants,Charlotte,NC,Unknown,Other Organization,Unknown,Unknown
Reporting /Data Analyst,71-90,3.8,PruTech Solutions Inc,Charlotte,NC,201 to 500 employees,Private,IT Services,Information Technology
Application Architect V/ Data Analyst,71-90,4.3,DATA Inc,Charlotte,NC,501 to 1000 employees,Private,IT Services,Information Technology
Sr. Data Technology Analyst,71-90,3.7,Bank of America,Charlotte,NC,10000+ employees,Public,Banks & Credit Unions,Finance
"Data Optimization Analyst (Position In Hickory, Nc)",71-90,3.7,Transportation Insight,Charlotte,NC,51 to 200 employees,Private,Logistics & Supply Chain,Transportation & Logistics
Technology Control Analyst - Avp (Chief Data Office),51-70,3.1,MUFG,Charlotte,NC,10000+ employees,Public,Banks & Credit Unions,Finance
Digital Data/Insights Analyst,51-70,3,Midan Marketing,Mooresville,NC,1 to 50 employees,Private,Advertising & Marketing,Business Services
Big Data Analyst,51-70,,dataBridge,Charlotte,NC,1 to 50 employees,Other Organization,Unknown,Unknown
Data Mgmt Analyst W/Traded Products,51-70,3.6,Signature Consultants,Charlotte,NC,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
Data Governance Business Information Analyst,51-70,3.8,Brighthouse Financial,Charlotte,NC,1001 to 5000 employees,Public,Insurance Carriers,Insurance
Data Analyst With Security Clearance,51-70,3.6,Accenture Federal Services,Charlotte,NC,1001 to 5000 employees,Subsidiary or Business Segment,IT Services,Information Technology
"Data Analyst, Data Activation",51-70,3.3,Lowes,Mooresville,NC,10000+ employees,Public,Home Centers & Hardware Stores,Retail
Qa Analyst With Mongodb / Big Data,51-70,3.8,PruTech Solutions Inc,Charlotte,NC,201 to 500 employees,Private,IT Services,Information Technology
"Sr. Analyst, Product Content Data Quality",51-70,3.3,Lowes,Mooresville,NC,10000+ employees,Public,Home Centers & Hardware Stores,Retail
Data Visualization Analyst,71-90,4,Autodesk,San Francisco,CA,5001 to 10000 employees,Public,Computer Hardware & Software,Information Technology
Digital Marketing & Ecommerce Data Analyst,71-90,3.6,Vionic Group,San Rafael,CA,51 to 200 employees,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail
Senior Data Analyst,71-90,3.9,Life,San Francisco,CA,51 to 200 employees,Public,Internet,Information Technology
Data Analyst,71-90,3,NCSOFT,San Mateo,CA,1001 to 5000 employees,Public,Video Games,Media
Senior Data Analyst,71-90,4,Autodesk,San Francisco,CA,5001 to 10000 employees,Public,Computer Hardware & Software,Information Technology
Data Analyst,71-90,5,LaunchDarkly,Oakland,CA,51 to 200 employees,Private,Enterprise Software & Network Solutions,Information Technology
Data Analyst,71-90,3.8,Edmodo,San Mateo,CA,51 to 200 employees,Private,Education Training Services,Education
Data Analyst,71-90,4.6,Doximity,San Francisco,CA,201 to 500 employees,Private,Enterprise Software & Network Solutions,Information Technology
Sr. Data Analyst (Marketing Department),71-90,3.5,Freedom Financial Network,San Mateo,CA,1001 to 5000 employees,Private,Investment Banking & Asset Management,Finance
Immediate Need For Data Analyst,71-90,3.3,AppleOne,San Francisco,CA,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
"Senior Analyst, Data & Analytics",71-90,4.1,PubNub,San Francisco,CA,51 to 200 employees,Private,Internet,Information Technology
Data Analyst/Engineer,71-90,4.1,SigmaWay,San Francisco,CA,1 to 50 employees,Private,Unknown,Unknown
Mid-Level Data Analyst,71-90,4.8,Giving Assistant,San Francisco,CA,1 to 50 employees,Private,Advertising & Marketing,Business Services
Data Analyst,71-90,3.7,nWay,San Francisco,CA,1 to 50 employees,Private,Computer Hardware & Software,Information Technology
Healthcare Data Analyst,71-90,3.6,Perficient,San Francisco,CA,1001 to 5000 employees,Public,IT Services,Information Technology
Data Analyst,71-90,3.6,Mindstrong,San Francisco,CA,51 to 200 employees,Private,IT Services,Information Technology
Product Data Analyst,71-90,3.9,LiveCareer,San Francisco,CA,501 to 1000 employees,Private,Internet,Information Technology
Data Analyst,71-90,3.8,Mondo,San Francisco,CA,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst,71-90,4,Spin,San Francisco,CA,501 to 1000 employees,Private,Computer Hardware & Software,Information Technology
Temporary Part Time Data Analyst (Remote - North & South America),71-90,5,Elevate Labs,San Francisco,CA,1 to 50 employees,Private,Computer Hardware & Software,Information Technology
Data Analyst (Finance),71-90,4.9,Deliverr Inc,San Francisco,CA,51 to 200 employees,Private,Logistics & Supply Chain,Transportation & Logistics
Data Analyst,71-90,4.6,Angaza,San Francisco,CA,51 to 200 employees,Private,Enterprise Software & Network Solutions,Information Technology
User Acquisition Data Analyst,71-90,3.8,Mondo,San Francisco,CA,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst,71-90,4,Snowflake Computing,San Mateo,CA,1001 to 5000 employees,Private,Enterprise Software & Network Solutions,Information Technology
"Data Analyst, Remote East Coast",71-90,3.7,CBRE,San Francisco,CA,10000+ employees,Public,Real Estate,Real Estate
Data Analyst,71-90,4.5,Duetto,San Francisco,CA,51 to 200 employees,Private,Enterprise Software & Network Solutions,Information Technology
Data Analyst Chemist - Quality System Contractor,71-90,2.3,Rodan and Fields LLC,San Francisco,CA,501 to 1000 employees,Private,Beauty & Personal Accessories Stores,Retail
Data Analyst-Remote,91+,,SGA Inc,San Francisco,CA,1 to 50 employees,Private,Architectural & Engineering Services,Business Services
Data Analyst,91+,4.1,Veem,San Francisco,CA,51 to 200 employees,Private,Financial Transaction Processing,Finance
Operations Data Analyst,91+,4,Coinbase,San Francisco,CA,501 to 1000 employees,Private,Internet,Information Technology
Product Data Analyst,91+,3.6,Trifacta,San Francisco,CA,51 to 200 employees,Private,Computer Hardware & Software,Information Technology
Data Scientist/Analyst - Wilbur Labs,91+,5,Wilbur Labs,San Francisco,CA,1 to 50 employees,Private,Internet,Information Technology
Data Analyst,91+,4.4,Hinge Health,San Francisco,CA,201 to 500 employees,Private,Health Care Services & Hospitals,Health Care
Marketing Data Analyst,91+,3.3,User Testing,San Francisco,CA,501 to 1000 employees,Private,Enterprise Software & Network Solutions,Information Technology
Data Analyst,91+,,PairTek,San Francisco,CA,Unknown,Other Organization,Unknown,Unknown
Data And Reporting Analyst,91+,3.8,Shorenstein Realty Services L,San Francisco,CA,201 to 500 employees,Private,Real Estate,Real Estate
